SV,UMV,LMV,X/T_WV,FL_WV,PHV,THV,THSKV,THSGIV,THSGIHV,GIHV,SSSVStatus,TxA,B Annulus, Natural Flowing,Communication,Complex vs Satellite,Conductor Vibration, Ship Lane Hazard, Structure Problem,Resort Proximity,H2S PPM, BOPD Impact,G.Gas  MMSCFD,RISK Category
H,H,H,H,H,H,I,H,H,H,H,H,N,0,N,N,,,Y,,N,0,546,3.5,Cat 5
H,H,H,H,H,H,H,NT,H,L,H,H,N,105,N,N,,N,Y,,N,8,517,1.6,Cat 4
H,H,H,H,NA,L,NT,L,L,H,H,H,N,0,Y,N,,N,Y,,N,8,1012,1.5,Cat 3
H,H,H,H,H,L,I,H,H,H,ST.OP,H,N,0,N,N,,,Y,,N,20,404,2.2,Cat 5
H,H,H,H,H,ST.OP,NT,H,H,H,H,H,N,NT,N,N,,,Y,,N,5,140,2.3,Cat 5
H,H,H,H,H,ST.OP,I,H,H,H,H,H,N,NT,N,N,,,Y,,N,5,120,1.5,Cat 5
H,H,H,H,H,NT,NA,H,H,H,H,H,N,0,N,N,,Y,Y,,N,10,75,2.3,Cat 5
H,H,H,H,H,L,NA,H,H,H,H,H,N,NA,Y,N,,N,Y,,N,8,450,1.5,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,Y,N,,N,Y,,N,N/A,1725,1.3,Cat 3
H,H,H,H,H,H,H,L,H,H,H,H,Y,0,N,Y,,N,Y,,N,60,400,2.5,Cat 4
H,H,H,H,L,H,I,H,I,NA,I,H,Y,0,Y,Y,,Y,Y,,N,35,62,2,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,Y,N,,,Y,,N,30,144,2.5,Cat 3
H,ST.OP,H,H,H,L,I,NT,H,NA,I,NT,,NT,Y,NT,,,,,,15,462,1.3,Cat 3
H,H,H,H,H,H,I,NT,H,H,H,H,N,NT,Y,N,,,,,,40,201.6,2,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,215,Y,N,,N,Y,,N,10,150,2.6,Cat 3
L,H,H,L,H,L,I,H,H,L,H,ST.OP,N,NA,N,N,,,Y,,N,25,245,2.8,Cat 4
H,H,H,H,H,L,I,H,NT,H,H,H,N,1100,Y,N,,N,Y,,N,15,365,3.4,Cat 3
H,H,H,L,L,L,I,L,H,H,H,L,Y,NA,N,Y,,N,Y,,N,10,69,1.8,Cat 5
H,H,H,H,H,H,I,H,H,L,H,H,Y,0,Y,Y,,N,Y,,N,N/A,3500,2,Cat 2
L,H,P,NA,H,NT,I,H,H,H,H,ST.OP,Y,NT,Y,Y,,,Y,,N,16,95,0.5,Cat 3
P,P,H,L,H,NT,NA,H,H,L,H,H,Y,0,N,Y,,N,Y,,N,25,243.6,4,Cat 4
L,H,H,L,H,L,L,H,NT,NT,NT,NT,Y,NT,Y,Y,,,Y,,N,16,11.2,1,Cat 3
L,H,L,H,H,L,I,H,H,NA,I,H,N,30,N,N,,N,N,,N,0,96,0,Cat 5
H,H,H,H,H,H,I,H,H,NA,I,H,N,0,Y,N,,N,N,,N,0,446,0,Cat 3
H,H,H,H,H,H,I,NT,NT,I,I,H,N,850,Y,N,,N,N,,N,0,730,0,Cat 3
H,H,H,H,H,ST.OP,NT,NT,NT,H,H,H,,NT,N,NT,,,N,,N,20,75,2.5,Cat 5
H,H,H,H,H,H,H,H,H,H,H,H,,NT,N,NT,,,N,,N,15,48,1.3,Cat 5
H,H,H,H,H,L,L,H,NT,NT,ST.OP,H,#REF!,0,N,NT,,,N,,N,10,451,1,Cat 4
H,H,H,P,L,ST.OP,NT,H,NT,NT,ST.OP,H,,0,N,NT,,,N,,N,15,326,1.7,Cat 4
H,H,H,H,H,L,L,H,H,L,H,H,,0,N,NT,,,N,,N,25,210,1,Cat 4
H,H,H,H,H,H,L,H,H,NA,H,H,N,0,N,N,,Y,N,,N,6,317,1.5,Cat 4
H,H,H,H,H,H,L,H,H,NA,H,H,,800,N,NT,,N,N,,N,5,347,2,Cat 4
H,H,H,H,H,H,L,H,H,NT,H,H,N,0,Y,N,,,N,,N,20,383,1.5,Cat 3
H,H,H,L,H,H,L,NT,NT,NT,H,ST.CL,Y,0,N,Y,,Y,N,,N,5,83,2.5,Cat 5
P,H,H,NA,L,L,NT,H,H,NA,H,ST.OP,N,NA,N,N,,Y,N,,N,12,332,2.2,Cat 3
H,H,H,H,H,H,H,H,H,NA,H,H,N,0,N,N,,N,N,,N,12,629,1.1,Cat 5
H,H,P,H,H,H,H,H,H,NA,H,H,Y,0,N,Y,,Y,N,,N,60,255,1.5,Cat 4
H,H,H,L,NA,H,H,H,H,NA,H,H,N,0,Y,N,,,N,,N,65,1180,3,Cat 3
H,H,H,H,H,L,L,L,H,H,H,H,Y,NA,N,Y,,N,N,,N,8,524.4,1.6,Cat 4
H,H,H,H,H,H,H,H,H,H,L,H,Y,NA,Y,Y,,N,N,,N,15,554,2.7,Cat 2
H,H,H,NA,H,H,H,H,H,L,H,H,N,0,N,N,,N,N,,N,30,20,2.3,Cat 5
H,H,H,NA,H,H,H,H,H,NA,NA,H,N,0,Y,N,,N,N,,N,15,97,3.6,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,Y,N,,N,N,,N,10,2970,0,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,N,820,Y,N,,N,N,,N,5,2594,0,Cat 3
H,H,H,H,H,H,H,H,H,H,H,P,N,0,Y,N,,N,N,,N,10,806,1.7,Cat 3
H,H,L,H,H,H,H,H,H,H,H,ST.OP,N,0,N,N,,N,N,,N,6,217,2.3,Cat 4
H,H,H,H,L,H,H,H,H,H,H,H,N,0,Y,N,,N,N,,N,8,525,1.3,Cat 3
H,H,H,NA,H,L,L,L,NT,NT,L,H,N,0,Y,N,,N,N,,N,10,510,1.9,Cat 3
H,H,H,H,H,I,I,H,H,H,I,P,,0,N,NT,,,N,,N,15,96.25,2,Cat 5
NT,H,H,P,L,I,I,H,H,NA,I,H,N,NT,N,N,,,N,,N,20,11.6,1.6,Cat 5
H,H,H,H,H,I,I,H,NT,H,I,H,,0,N,NT,,N,N,,N,10,81,20,Cat 5
H,H,H,H,H,I,I,H,H,NA,I,H,,NA,N,NT,,,N,,N,14,74,1,Cat 5
L,H,L,H,H,L,H,H,H,L,L,ST.OP,Y,230,N,Y,C,N,N,,N,10,368,2.2,Cat 3
H,H,H,H,H,L,L,H,NT,H,H,H,N,380,N,N,C,N,N,,N,10,571,2.1,Cat 5
P,L,H,P,H,L,H,H,NT,H,H,H,Y,0,Y,Y,C,N,N,,N,10,243,2,Cat 2
H,H,H,H,H,L,H,H,H,NA,H,H,N,N/A,Y,N,C,N,N,,N,10,665,3.4,Cat 3
H,H,H,H,H,H,H,L,H,H,H,H,Y,0,Y,Y,C,N,N,,N,10,306,2.5,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,N,NA,N,N,C,N,N,,N,20,277,4,Cat 4
H,H,H,H,H,H,H,L,H,H,H,ST.OP,Y,0,N,Y,C,N,N,,N,20,260,2.6,Cat 4
H,H,L,L,L,H,H,H,H,L,H,H,Y,20,N,Y,C,N,N,,N,15,363,2.2,Cat 4
H,H,H,H,H,L,L,H,H,L,H,H,N,700,N,N,C,N,N,,N,15,167,2.7,Cat 4
H,NT,NT,L,L,H,H,H,NT,H,H,NT,N,0,N,N,C,N,N,,N,55,349,2.5,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,Y,430,N,Y,C,N,N,,N,10,48,2,Cat 5
L,H,H,H,P,NT,NT,L,NT,H,H,H,N,130,N,N,C,N,N,,N,20,197,1.7,Cat 4
H,H,H,H,H,L,H,L,H,L,H,ST.OP,N,0,N,N,C,N,N,,N,15,268,2.5,Cat 4
H,H,H,H,H,H,I,H,H,L,H,H,N,NT,Y,N,,N,N,,,N/A,30,3,Cat 3
H,H,H,H,I,I,I,NT,I,I,NA,H,,NT,N,NT,,N,N,,N,N/A,0,0,Cat 5
H,H,H,H,H,NT,I,H,NT,H,H,H,N,0,Y,N,,N,N,,,10,511,3.5,Cat 3
H,H,H,H,L,H,H,H,ST.OP,L,NT,L,N,NA,N,N,,N,N,,N,4,422,3.8,Cat 4
H,H,H,H,H,L,L,H,NT,H,H,H,Y,NA,N,Y,,Y,N,,N,12,114,3.040923,Cat 4
H,H,L,H,H,L,L,H,NT,H,H,H,N,NA,N,N,,N,N,,N,8,298.908,2.607305472,Cat 4
H,H,H,H,H,L,L,H,H,H,H,P,N,0,Y,N,,N,N,,N,70,2.85,0.5,Cat 3
H,L,H,H,H,L,L,H,H,H,H,H,N,NA,N,N,,N,N,,N,4,300,3.5,Cat 4
H,H,H,H,H,H,H,H,H,H,H,H,N,NA,N,N,,N,N,,N,8,220,1.2,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,H,Y,NA,N,Y,,N,N,,N,6,114,0.6409254,Cat 4
L,H,L,H,H,H,H,H,H,H,H,H,Y,NA,N,Y,,N,N,,N,3,746.282,3.967911538,Cat 4
H,H,L,L,H,L,L,H,H,L,H,H,N,NA,N,N,,N,N,,N,6,28.5,3.0102285,Cat 5
H,ST.OP,H,H,H,H,H,L,H,H,H,H,Y,20,N,Y,,,,,N,5,41.382,0.514855638,Cat 5
H,H,P,P,H,L,L,H,H,L,H,L,N,0,N,N,,N,N,,N,12,399,2.111319,Cat 4
H,H,H,L,H,L,L,NT,NT,NT,ST.OP,H,,NT,N,NT,,,,,N,0,161.5,0.3450582,Cat 4
H,H,H,H,H,L,L,H,H,L,H,H,N,0,N,N,,,,,N,0,74.1,1.5266004,Cat 5
H,L,H,L,NA,L,L,H,H,H,H,L,Y,0,N,Y,,N,N,,N,3,430,3.3,Cat 3
P,H,H,H,NA,H,H,L,H,H,H,H,Y,100,N,Y,,N,N,,N,0,266,1.095493,Cat 4
H,H,H,I,NA,NA,NA,NT,NT,NA,NA,H,,100,N,NT,,N,N,,N,10,303,10,Cat 4
H,H,H,H,H,L,H,H,H,H,H,H,,0,N,NT,,,,,N,5,250,2.11029357,Cat 5
L,H,H,H,H,L,H,H,H,L,H,H,,0,N,NT,,,,,N,5,722,1.2,Cat 4
H,H,H,H,L,L,H,H,H,L,H,L,,0,N,NT,,N,N,,N,5,217.36,2.06064144,Cat 4
H,P,H,L,NA,L,H,H,H,L,H,L,Y,0,N,Y,,,,,N,3,600,3.827882925,Cat 3
H,H,H,H,NA,L,H,H,H,H,H,H,N,0,N,N,,,,,N,3,136.648,0.449056232,Cat 5
H,H,H,H,H,L,L,H,H,L,H,H,N,0,N,N,,,,,N,5,173,1.6371054,Cat 4
H,H,L,H,NA,H,H,H,H,L,H,H,N,1360,N,N,,N,N,,N,2,714,3,Cat 4
H,H,L,H,NA,L,L,H,NT,H,H,L,Y,0,N,Y,,,,,N,10,190,2.5530075,Cat 4
H,H,H,H,H,L,H,H,NT,H,H,H,,0,N,NT,,N,N,,N,4,586,4,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,H,N,0,N,N,,,,,N,3,57,0.5204625,Cat 5
P,H,H,H,H,L,H,H,I,I,I,H,Y,0,N,Y,,,,,N,15,80,15,Cat 5
H,L,H,NT,NA,NA,NA,H,NT,NT,NA,H,Y,NA,Y,Y,,,,,N,120,310.422,2.147138028,Cat 3
H,H,H,L,H,H,L,H,H,H,H,H,Y,,N,Y,,,,,,0,304,1.6614708,Cat 4
H,H,H,L,NA,I,I,NT,NA,NA,I,ST.CL,,0,Y,NT,,,,,N,,94.905,0.5,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,,NA,Y,NT,,,,,N,5,950,3.5,Cat 3
H,H,H,L,NA,H,H,P,H,H,H,H,,30,Y,NT,,N,N,,N,2,440,3.5,Cat 3
L,H,L,L,H,L,L,H,H,H,H,H,,0,N,NT,,N,N,,N,6,360,3.5,Cat 4
H,L,P,L,H,L,NA,H,L,L,H,H,Y,260,N,Y,,,,,N,3,800,3,Cat 3
L,H,L,L,L,H,NA,H,NT,H,H,H,Y,390,N,Y,,N,N,,N,8,2700,4,Cat 4
H,H,H,H,H,L,NA,H,NT,H,H,H,Y,0,N,Y,,N,N,,N,3,147.25,0.55286225,Cat 4
H,H,L,L,H,L,NA,H,H,H,H,H,N,30,N,N,,N,N,,N,3,40,3,Cat 5
H,ST.OP,H,H,H,H,NA,H,H,H,H,H,N,0,N,N,,N,N,,N,0,171,0.5613885,Cat 4
L,H,H,H,H,ST.OP,NA,H,H,L,H,H,N,0,N,N,,,,,N,,95,0.5341045,Cat 5
H,P,ST.OP,H,NA,H,H,NT,NT,H,H,H,,0,N,NT,,,,,N,0,240,2.090363976,Cat 4
H,H,H,L,L,H,H,H,H,H,H,H,N,2020,Y,N,,N,N,,N,0,220,2.6,Cat 3
L,L,L,NT,NT,L,L,H,H,L,H,H,N,0,N,N,,N,N,,N,2,600,2.3,Cat 3
H,L,L,L,H,L,L,H,H,H,H,H,,0,N,NT,,N,N,,N,5,130.872,2.259413688,Cat 4
H,H,H,H,NA,L,L,H,H,H,H,H,,20,N,NT,,,,,N,6,119.7,0.6543432,Cat 5
H,H,H,I,NA,NA,NA,H,H,I,I,H,,720,N,NT,,N,N,,N,0,175.18,2.57952922,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,,0,Y,NT,,N,N,,N,4,584,4,Cat 3
H,H,NT,NA,H,H,I,NT,NT,I,I,ST.CL,,100,Y,NT,,N,N,,N,,368.6,0.5,Cat 3
NT,NT,NT,NA,NT,H,I,NT,NT,I,H,NA,,,N,NT,,,,,N,,0,0,Cat 5
H,H,H,NA,NT,I,I,NT,NT,I,I,H,,NA,Y,NT,,,,,N,,368.6,0.5,Cat 3
H,H,H,NA,NT,I,I,NT,NT,I,I,NA,,,N,NT,,,,,N,,0,0,Cat 5
H,H,H,H,H,L,NA,H,H,ST.OP,H,H,N,50,Y,N,,,,,N,8,1171,4,Cat 3
H,H,H,H,H,H,H,NT,NT,NT,L,H,N,75,N,N,,N,N,,N,3,154,2.05597656,Cat 4
H,H,H,H,H,L,L,H,NT,H,H,H,Y,0,N,Y,,,,,N,0,285,1,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,N,N,,N,5,313.4715,3.987454649,Cat 5
H,H,L,L,NA,H,H,L,H,H,H,H,N,650,N,N,,,,,N,5,90,2,Cat 5
H,P,L,NT,NA,L,L,H,H,L,H,H,N,60,N,N,,,,,N,6,683.316,3,Cat 4
H,H,H,H,NA,NT,NT,H,NT,NT,ST.OP,P,N,200,N,N,,,,,N,4,94.05,0.52623945,Cat 5
H,H,H,H,P,H,H,H,L,H,H,H,N,0,N,N,,,,,N,0,162,3.4620183,Cat 5
H,H,H,L,NA,L,L,L,H,L,H,L,Y,40,N,Y,,N,N,,N,2,152,3.22607772,Cat 3
H,H,H,L,NA,L,L,H,H,H,H,H,N,0,N,N,,,,,N,10,47.88,1.51335702,Cat 5
H,H,H,H,NA,L,L,H,H,L,H,H,Y,0,N,Y,,N,N,,N,0,234.384,5.565387636,Cat 4
P,H,P,L,NA,L,L,NT,H,H,H,H,N,140,N,N,,N,N,,N,5,185.934,4.051871586,Cat 4
H,H,H,H,H,NT,NT,NT,NT,H,H,H,N,0,N,N,C,,,,N,6,640,2.5,Cat 4
H,H,H,H,H,H,H,H,NT,H,NT,H,N,0,N,N,C,N,N,,N,3,93.1,0.8339807,Cat 5
L,L,L,H,NA,H,H,NT,H,H,H,P,N,0,N,N,C,,,,N,6,270,5.42382606,Cat 4
H,H,L,H,NA,H,H,NT,NT,H,H,H,Y,0,N,Y,C,,,,N,5,492,6.1759872,Cat 4
H,H,H,H,NA,NT,NT,H,NT,H,H,H,Y,0,N,Y,C,,,,N,3,45.6,3.0127194,Cat 5
H,L,L,H,NA,H,H,H,H,L,H,H,Y,0,N,Y,C,,,,N,3,99.75,3.02782725,Cat 5
H,H,H,H,H,H,H,H,H,L,H,P,N,0,N,N,C,N,N,,N,6,56.24,3.01568796,Cat 5
H,H,H,H,L,L,H,H,H,H,H,L,N,NA,N,N,C,,,,N,8,253,3,Cat 4
L,H,H,P,H,H,L,NT,NT,H,H,H,Y,0,N,Y,C,,,,N,5,450,3,Cat 4
H,L,H,L,NA,I,I,H,NT,NT,L,L,N,0,N,N,,,,,N,3,152,3.5413405,Cat 3
H,H,H,H,H,L,L,H,H,L,H,H,N,0,N,N,,,,,N,3,293,2.8,Cat 4
H,H,P,NA,L,L,L,NT,H,H,H,H,Y,0,N,Y,,,,,N,5,94.05,3.76573725,Cat 5
H,H,H,H,H,H,H,H,H,H,H,H,N,0,N,N,,,,,,3,97.185,1.816811205,Cat 5
H,H,H,H,H,L,L,H,NT,NT,ST.OP,H,N,0,N,N,,,,,N,0,665,2.180878,Cat 4
H,NT,H,H,NA,NA,NA,NT,NT,NA,NA,NA,Y,0,N,Y,,N,N,,N,10,146,10,Cat 4
H,L,H,P,P,L,L,H,H,H,H,H,Y,0,N,Y,,,,,N,12,17.48,1.80475276,Cat 5
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,,,,N,3,416,2.5,Cat 5
H,L,H,L,L,L,L,L,H,L,H,H,Y,0,N,Y,,,,,N,5,480.13,3.13560807,Cat 3
H,H,H,H,H,NT,NT,H,NT,H,H,H,N,0,N,N,,,,,N,2,28.88,2.00785336,Cat 5
H,H,H,H,L,H,H,H,H,L,H,H,N,0,N,N,,N,N,,N,0,232,2.7125439,Cat 4
P,H,H,NT,H,H,H,H,NT,NT,L,H,Y,250,N,Y,,,,,N,3,390,2.5,Cat 4
H,H,H,H,NA,L,H,H,NT,NT,L,H,N,NA,N,N,,N,N,,N,0,364,2.4,Cat 4
H,H,L,L,L,H,H,H,NT,H,H,L,Y,NA,N,Y,,N,N,,N,0,79.8,2.5222617,Cat 5
H,H,H,H,H,L,L,H,H,H,H,H,N,NA,N,N,,N,N,,N,0,622,5,Cat 5
L,H,H,L,L,L,H,H,NT,H,H,P,N,0,N,N,,,,,N,0,270,5,Cat 4
H,H,H,H,H,H,L,NT,NT,H,I,L,Y,20,N,Y,,N,N,,N,,82.65,0.32967105,Cat 5
H,L,P,H,NT,L,H,H,NT,H,I,H,Y,NA,N,Y,,N,N,,N,8,349.6,0.9255056,Cat 3
H,H,H,L,H,NT,L,H,H,H,H,H,N,0,N,N,,,,,N,200,880,5,Cat 5
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,Y,N,,N,800,193.97,3.671575,Cat 4
H,H,H,H,L,L,H,H,NT,H,H,H,N,0,Y,N,,N,N,,N,0,36,5.8,Cat 3
H,H,H,H,L,H,H,H,NT,H,H,H,N,0,N,N,,,,,N,1000,240.6,2.86314,Cat 5
H,H,H,H,H,H,H,H,I,NA,I,H,N,0,N,N,,N,N,,N,140,162.96,4.293996,Cat 5
H,H,H,H,H,L,L,H,NT,H,H,H,N,20,Y,N,,,,,N,0,250,16,Cat 3
H,H,H,H,H,L,L,L,NT,H,H,H,N,0,N,N,,,,,N,260,585,4,Cat 4
H,H,H,L,L,H,H,H,NT,H,H,H,N,0,N,N,,N,N,,N,250,570,3.1,Cat 5
P,H,L,H,H,H,H,H,H,H,H,H,N,0,Y,N,,,,,N,0,200,8,Cat 3
P,H,H,H,L,H,H,H,H,L,H,H,Y,NA,N,Y,,,,,N,300,56.2,5.38115,Cat 5
H,H,H,H,H,H,H,NT,H,H,H,H,N,0,N,N,,,,,N,60,132,5.7981,Cat 5
H,ST.OP,H,H,L,L,L,L,H,H,H,H,N,,N,N,,,,,N,80,57.06,3.857256,Cat 5
H,H,H,L,L,L,I,H,NT,NA,NT,H,N,0,Y,N,,N,N,,N,0,584,12,Cat 3
H,H,H,NA,H,L,I,H,H,H,H,H,N,NA,N,N,,,,,N,220,107.64,3.044418,Cat 5
H,H,H,H,H,H,I,H,H,NA,H,H,Y,NA,N,Y,,N,N,,N,280,253.44,4.222944,Cat 4
P,L,L,NT,NT,L,I,H,H,H,H,H,N,NA,N,N,,,,,N,500,314,2.5,Cat 4
H,H,H,NA,H,H,H,H,NT,NA,NA,H,Y,NT,N,Y,,N,N,,N,40,1161.6,8.39135,Cat 4
H,H,H,H,H,L,I,H,L,H,H,H,N,70,N,N,,,,,N,250,1606,2,Cat 5
H,H,H,H,H,H,I,H,NT,NT,ST.OP,H,N,0,N,N,,Y,,,N,300,43.92,3.90888,Cat 5
H,H,H,NA,L,L,L,H,H,NT,H,H,N,0,N,N,,,,,N,50,17.71,1.98352,Cat 5
H,NT,H,NA,H,H,NT,H,P,H,H,H,N,0,N,N,,,,,N,250,161,4.5,Cat 5
H,H,H,NA,L,L,NT,H,H,L,H,H,N,NT,N,N,,N,N,,N,1000,297.3,2.38831,Cat 4
H,H,H,H,H,H,I,H,H,H,H,P,N,0,N,N,,Y,,,N,400,460,5.5,Cat 5
H,H,L,H,L,H,I,H,H,NA,H,H,N,0,N,N,,,,,N,350,196.88,5.34037,Cat 4
H,H,H,H,H,L,I,H,H,H,ST.OP,H,N,NA,N,N,,,,,N,250,566,2.1,Cat 5
H,H,H,H,H,H,H,H,H,L,H,H,N,0,Y,N,,N,N,,N,150,432,2.1,Cat 3
H,H,H,P,H,NT,L,H,H,L,H,H,N,120,N,N,,N,N,,N,180,79.36,3.399584,Cat 5
H,H,H,H,H,L,I,H,H,H,H,H,N,0,N,N,,N,N,,N,180,54.2,2.409732,Cat 5
H,H,H,H,H,H,I,H,H,H,H,H,N,NA,N,N,,N,N,,N,400,88,2.8,Cat 5
H,H,H,NA,L,L,I,H,H,H,H,H,N,0,N,N,,N,N,,N,200,65.07,3.299772,Cat 5
H,H,H,NA,H,L,I,NT,H,H,H,H,N,500,Y,N,,N,N,,N,100,461,3,Cat 3
H,H,H,H,H,H,I,H,H,H,H,H,N,0,Y,N,,N,N,,N,220,236,3.5,Cat 3
L,H,H,H,H,H,I,L,H,L,H,H,N,0,Y,N,,N,N,,N,400,342,3.5,Cat 3
H,H,H,H,H,L,I,H,H,L,H,H,N,0,Y,N,,,,,N,180,294,5.2,Cat 3
H,H,H,L,H,L,I,H,H,L,H,H,N,NA,N,N,,,,,N,300,137.56,2.335081,Cat 4
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,,,,N,160,79.66,2.541154,Cat 5
H,H,H,H,H,L,L,H,NT,H,ST.OP,H,N,NA,N,N,C,N,N,,N,150,4.95,2.9997,Cat 4
H,H,H,L,H,H,H,NT,NT,NT,I,H,Y,NA,N,Y,C,N,N,,N,150,188.64,2.81388,Cat 4
H,L,L,NT,NT,L,L,H,NT,H,ST.OP,ST.OP,N,NT,N,N,C,N,N,,N,220,405,4,Cat 3
H,H,P,H,ST.OP,H,L,H,H,H,L,H,N,0,N,N,C,,,,N,250,324,3.5,Cat 5
P,H,H,H,H,H,H,L,H,L,L,H,N,0,N,N,C,,,,N,2400,228,5.0996,Cat 4
H,H,L,L,H,H,H,L,H,H,L,H,N,0,N,N,C,,,,N,350,150,2,Cat 4
H,H,H,H,H,H,NT,H,H,L,H,H,N,0,N,N,,NT,N,,N,280,336,3.5,Cat 4
ST.OP,H,H,L,L,H,L,H,H,H,H,H,N,0,Y,N,,,,,N,400,210.18,3.898839,Cat 3
ST.OP,H,H,H,H,H,H,L,H,H,H,H,N,0,Y,N,,N,N,,N,1600,128,0.89984,Cat 3
H,H,H,H,H,L,L,H,H,H,H,H,N,0,N,N,,N,N,,N,150,50.04,2.912328,Cat 5
H,P,H,NA,H,H,H,NT,NT,NA,NT,H,Y,0,N,Y,,,N,,N,320,77.28,4.000528,Cat 5
H,H,H,H,H,H,H,H,NT,H,H,H,N,0,N,N,,N,N,,N,280,188,4,Cat 5
H,H,H,H,H,H,L,H,H,H,H,H,N,0,Y,N,,,N,,N,430,82.25,2.35564,Cat 3
H,H,H,H,H,NT,NT,NT,NT,NT,I,H,N,0,N,N,,N,N,,Y,10,2.4,2.62488,Cat 4
H,H,L,H,H,NT,NT,H,H,L,H,H,N,100,Y,N,,,,,Y,5,160,1.5,Cat 3
P,H,H,H,NT,H,H,H,H,L,L,NA,N,0,Y,N,,N,N,,Y,10,260,2.4,Cat 3
H,H,H,H,H,NT,I,H,H,L,I,H,N,1200,Y,N,,N,Y,,Y,10,148.5,1.99995,Cat 3
H,H,H,H,H,H,H,H,H,H,H,H,N,0,N,N,,N,Y,,Y,10,1.3,2.3998,Cat 5
H,H,H,H,H,H,H,H,H,L,H,H,N,10,Y,N,,N,Y,,Y,15,27.9,10.39998,Cat 3
H,H,H,H,H,H,H,H,H,H,L,H,N,0,Y,N,,N,Y,,Y,30,415.8,1.50024,Cat 3
H,H,H,H,H,H,H,H,H,L,H,H,N,0,Y,N,,,Y,,Y,8,482,2.5,Cat 3
H,H,H,H,H,H,H,H,NT,H,H,H,N,120,N,N,,,Y,,Y,7,562,1.6,Cat 4
H,H,H,H,H,H,H,H,NT,H,H,H,N,1150,Y,N,,,Y,,Y,25,972,1.1,Cat 3
H,H,H,H,H,H,H,H,NT,H,H,H,N,0,Y,N,,,Y,,Y,3,300,0.866932,Cat 3
P,H,H,H,NA,H,I,H,H,NA,H,L,Y,NA,N,Y,,,,,Y,0,83.2,2.6598,Cat 4
L,H,H,NT,NT,I,I,H,H,I,I,H,Y,NA,N,Y,,,,,Y,2,110.6,3.91998,Cat 4
H,ST.OP,H,P,L,NT,H,H,H,NA,H,H,,NT,N,NT,,,,,Y,N/A,3.32,4.689832,Cat 3
H,H,H,NA,H,NT,I,H,H,NA,H,H,N,1000,N,N,,,,,Y,N/A,111,0.866932,Cat 4
H,H,H,H,H,I,H,H,P,L,L,H,Y,NT,N,Y,,,,,Y,10,203.4,4.39909,Cat 4
H,H,H,H,H,NT,H,L,H,L,H,H,N,0,Y,N,,,,,Y,3,105.6,2.6994,Cat 3
H,H,H,H,H,H,I,H,H,L,H,H,N,0,Y,N,,,,,,5,250,1.6,Cat 3
H,H,H,NA,L,H,NA,H,NA,NA,NA,H,,0,N,NT,,,,,Y,20,275,1.59995,Cat 4
L,H,H,NA,H,H,NA,H,NA,NA,H,NA,,,N,NT,,,,,,,0,0,Cat 5
H,P,H,NA,P,H,NA,H,H,NA,NA,H,N,NA,N,N,,,,,Y,600,61.28,1.50136,Cat 4
L,H,H,NA,H,H,NA,H,H,NA,H,NA,N,NT,N,N,,,,,Y,,0,0,Cat 4
H,H,H,H,H,H,NA,H,L,H,NT,H,Y,0,N,Y,,,,,Y,20,258.5,1.9,Cat 4
H,ST.OP,H,P,H,H,NT,H,H,H,H,NT,N,NT,N,N,,,,,Y,6000,43.7,2.921345,Cat 5
H,ST.OP,H,NA,H,ST.OP,ST.CL,H,I,I,I,L,,0,N,NT,,,,,Y,75,292.5,3.299985,Cat 3
H,H,H,NA,H,ST.OP,ST.CL,H,NA,NA,L,NA,,NT,N,NT,,,,,Y,30,0,0,Cat 4
P,H,H,NA,L,H,H,NT,NT,I,I,H,Y,0,N,Y,,,,,Y,30,9,1.4328,Cat 4
NT,H,H,NA,H,H,H,NT,NT,NA,H,NA,Y,NT,N,Y,,,,,Y,,0,0,Cat 3
H,H,H,NA,L,L,I,NT,NT,NT,NT,ST.OP,,0,N,NT,,,,,Y,40,93.5,3.90082,Cat 3
P,L,L,NA,L,I,NA,H,H,L,I,H,,0,N,NT,,,,,Y,N/A,27.12,2.01818,Cat 3
P,ST.OP,H,L,L,H,H,L,H,NA,H,L,N,NA,N,N,,,,,Y,25,188.67,1.99994,Cat 3
P,L,H,H,L,L,L,H,H,NA,H,ST.OP,Y,NT,Y,Y,,,,,Y,2100,342.4,4.2158,Cat 1
H,L,L,NA,L,I,I,H,P,NT,I,NT,,NA,N,NT,,,,,Y,20,38,3.21993,Cat 3
NT,NT,NT,NA,L,I,I,H,P,NT,I,NA,,NT,N,NT,,,,,Y,,0,0,Cat 3
